amount_in,amount_out,in_token,out_token,platform,timestamp,tx_hash,volume_usd,wallet,new_timestamp,latency,tim_in_sec,platform_encoded,price_out,price_change_pct,position_change,pl_pattern,consecutive_losses,consecutive_wins,hour,trade_freq,volume_spike,timesamp,time_diff,price_in,pnl
46236285.74,1.98,KUMAMON,WSOL,raydium_launchlab,7/4/2025 4:25,2fqoizHoUuyhuzqPLYnfSyZJS7hyoVktj3xzT3rpBPAgS9fjn1WqMtuCNzS7o5Fnn4T1rW5oKCcxi8sPSZWLhBCB,301.8312,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 4:25,0 days 00:02:41,161,3,152.44,2206790.221,4674776.899,-1205.790592,1,2,7/4/2025 4:00,30,FALSE,7/4/2025 4:25,2.683333333,6.53E-06,0.006900929
2681235.234,0.2475,KUMAMON,WSOL,raydium_launchlab,7/4/2025 4:26,43ZyAjaWjubYqrytq9VDTh16GxnKovaYwjmxxWHoD2oCqSF6Jw1XSdGmLoWgLeZK2SuGBMScuWZXKwWiCxXSsi9Q,37.7289,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 4:26,0 days 00:00:19,19,3,152.44,0,-0.942010151,-264.1023,2,1,7/4/2025 4:00,30,FALSE,7/4/2025 4:26,0.316666667,1.41E-05,152.4399859
2338113.224,0.2475,KUMAMON,WSOL,raydium_launchlab,7/4/2025 4:26,2EaJZkAYSj5T8ipwQxFhBWbqwhBmguQ8mxJBkDudGiSyGGdZ9kVJqkXJTNZRAkT7Pir5eDGZ8nX3fJ2pNmvcMTQs,37.7289,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 4:26,0 days 00:00:14,14,3,152.44,0,-0.127971618,0,2,0,7/4/2025 4:00,30,FALSE,7/4/2025 4:26,0.233333333,1.61E-05,152.4399839
2117593.131,0.2475,KUMAMON,WSOL,raydium_launchlab,7/4/2025 4:26,5PYbbT54B5whUnBjvGwK7cqc7Ht4Xyhsj3E6QQ3szP97He8WckNEJACfRYDQweWSrD6gkdE5JtVortVnB3Fjz7wk,37.7289,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 4:26,0 days 00:00:31,31,3,152.44,0,-0.094315404,0,1,0,7/4/2025 4:00,30,FALSE,7/4/2025 4:26,0.516666667,1.78E-05,152.4399822
5.755419744,53373227.32,WSOL,KUMAMON,raydium_launchlab,7/4/2025 4:27,5FdrW7btVRxvuNASVrf3rEA6npZ4uPQXLQNw4eK6bNHoi8xuH9bZA32PHShxBs9yVSaWCK2uKH1oBUiCapBuYjaE,877.3561858,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 4:27,0 days 00:00:09,9,3,1.64E-05,-99.99998922,-0.999997282,839.6272858,0,1,7/4/2025 4:00,30,TRUE,7/4/2025 4:27,0.15,152.44,-4.28E-09
58294701.66,1.98,å†°å¢©å¢©,WSOL,raydium_launchlab,7/4/2025 4:32,3e6qtrvi5a7TnFvaDMfxZZQBPSAvg1BKXDHa5iMPTSZDqu1kXnpDkwz8CWqdyN26UtZyiTynAc3UCdoQLQBfq6Nx,301.6134,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 4:32,0 days 00:05:22,322,3,152.33,926686672.1,10128661.07,-575.7427858,1,1,7/4/2025 4:00,30,FALSE,7/4/2025 4:32,5.366666667,5.17E-06,1.13E-05
4025908.404,0.2475,å†°å¢©å¢©,WSOL,raydium_launchlab,7/4/2025 4:32,2EkJMCWHUkjg5ZRKWui5Poxb5udgHBdRi51gnfNYX1db8vo5Mgv9SGzmZLqPd8iQKVkutJ4sxcYbrECwvJrws4gz,37.701675,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 4:32,0 days 00:00:36,36,3,152.33,0,-0.930938691,-263.911725,2,1,7/4/2025 4:00,30,FALSE,7/4/2025 4:32,0.6,9.36E-06,152.3299906
3.847685188,62320610.07,WSOL,å†°å¢©å¢©,raydium_launchlab,7/4/2025 4:33,5mf9eHg6BoPG77KznQw5LALzaR9AWmZD8WEcQk59KCNCioYUAe9DNtjmJhuh91Zr1jUpeUHdgJak29jZ26iSSXJQ,586.1178847,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 4:33,0 days 00:00:17,17,3,9.40E-06,-99.99999383,-0.999999044,548.4162097,2,1,7/4/2025 4:00,30,TRUE,7/4/2025 4:33,0.283333333,152.33,-3.11E-09
4349765.638,0.989012959,erm,WSOL,pumpswap,7/4/2025 4:33,3FvCzmSneJCKWXtS32wkvqA5F33NMUGSbj6hrgpPvuPXD777z6fo9A9htxAJ5dp76axY6HqYQ1jukM4juy6AC3wQ,150.656344,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 4:33,0 days 00:00:24,24,1,152.33,1619690883,1130487.963,-435.4615407,2,1,7/4/2025 4:00,30,FALSE,7/4/2025 4:33,0.4,3.46E-05,-2.52E-05
39314186.84,1.98,å¤šä¹°ç‚¹,WSOL,raydium_launchlab,7/4/2025 4:36,5XAnNnYWimw8BaMYWsdnW4TWRwNW7rxzc5dBmxZiZYE63QktUCFkj1MQXcx5yz7oiV6eobJZKWxhZYCFYzcxNjkD,301.1778,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 4:36,0 days 00:02:27,147,3,152.11,-0.144423262,8.038231048,150.521456,1,2,7/4/2025 4:00,30,FALSE,7/4/2025 4:36,2.45,7.66E-06,152.3299923
3063469.446,0.2475,å¤šä¹°ç‚¹,WSOL,raydium_launchlab,7/4/2025 4:36,PBTCaY34xpmt4xxgF2U4BNZMESA9NxFDWLAFigSC4bw5NKaGqzSMHLYSf2UPShpip9caBCns8mmFuioMeua6oE6,37.647225,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 4:36,0 days 00:00:05,5,3,152.11,0,-0.922077253,-263.530575,2,1,7/4/2025 4:00,30,FALSE,7/4/2025 4:36,0.083333333,1.23E-05,152.1099877
2.212084024,42377656.28,WSOL,å¤šä¹°ç‚¹,raydium_launchlab,7/4/2025 4:36,4p3hBpLBT7V8xbe5zNC6vnpxSVD9NezgLx4r5GEFH4METFb8Psn5FKqfdH27yfoBzxKSU6dCJQfWfA4oQjuMMYN4,336.4801009,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 4:36,0 days 00:00:35,35,3,7.94E-06,-99.99999478,-0.999999278,298.8328759,1,2,7/4/2025 4:00,30,FALSE,7/4/2025 4:36,0.583333333,152.11,-4.23E-09
985925.6992,0.494506478,erm,WSOL,pumpswap,7/4/2025 4:46,5vfWYaZxTvndM8xxJTypn1rvaa3XbpN9npSHegamcbdC1KAeireRVkhYVUZPayMFmkWoGhmZvGKbUE3zXa1EmpC5,75.22432543,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 4:46,0 days 00:09:55,595,1,152.12,1915860320,445698.9321,-261.2557755,2,1,7/4/2025 4:00,30,FALSE,7/4/2025 4:46,9.916666667,7.63E-05,-6.84E-05
635336.6532,0.494506478,erm,WSOL,pumpswap,7/4/2025 4:54,uRwQvKQRGca6YLZfo3RwCi7MstMG2pwQkqt98AFep9ba8uWNiXh9gEfd9fSApPqKhrXRzLBqU6An1NRXZw4xMfD,75.14025933,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 4:54,0 days 00:08:11,491,1,151.95,-0.111753877,-0.35559378,-0.0840661,2,1,7/4/2025 4:00,30,FALSE,7/4/2025 4:54,8.183333333,0.000118268,152.1198817
44145769.7,1.485,çƒçƒ,WSOL,raydium_launchlab,7/4/2025 4:55,3QhFjCnWZkHbiKjLdXtBLEz6YEhNZqTC3xqAR3pAg9GsDu754FUQFm5XoTKuV5LkMfc56LzpnH9Hrs3UtHXrjNQ1,225.31905,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 4:55,0 days 00:00:36,36,3,151.73,-0.144784466,68.48405932,150.1787907,2,1,7/4/2025 4:00,30,FALSE,7/4/2025 4:55,0.6,5.10E-06,151.9499949
2.836157409,44145769.7,WSOL,çƒçƒ,raydium_launchlab,7/4/2025 4:56,3wRRjSESvBsdW4dKRrrvS4X8VpcDhMTQFRnyZe14TYPEMtuWC8iNnQ85N5mNJ9ZcXGbbhuCD5ntcDhg9gYNHbguH,430.3301637,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 4:56,0 days 00:00:32,32,3,9.75E-06,-99.99999358,-0.999999936,205.0111137,1,2,7/4/2025 4:00,30,TRUE,7/4/2025 4:56,0.533333333,151.73,-1.14E-08
108776.2548,0.99,Nia,WSOL,raydium,7/4/2025 5:02,TykhmkV1kHCKtKxxvCgqztfNciEMfEh5u4zbkkPX2YHgJcK1tCcZg3ySJNHc3qVLW6kPMY3BoQrSfXsG2ppxFeE,150.1137,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 5:02,0 days 00:06:51,411,2,151.63,1555508582,38352.39127,-280.2164637,1,2,7/4/2025 5:00,41,FALSE,7/4/2025 5:02,6.85,0.001380023,-0.001370275
104830.1895,0.99,Nia,WSOL,raydium,7/4/2025 5:03,8eRwKKmzAawUVgAZPbEJBRQti1u8Lx8Zpca4nQB1kkid5wH3fwWG5CS1HZkimaCesKhbkGPFGrsMsRT6CVEYs86,150.1137,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 5:03,0 days 00:00:14,14,2,151.63,0,-0.0362769,0,1,1,7/4/2025 5:00,41,FALSE,7/4/2025 5:03,0.233333333,0.00143197,151.628568
101297.5796,0.99,Nia,WSOL,raydium,7/4/2025 5:04,2v7LeLZu4sM719sc9K7K55rvtUPHjAVjJoh1RatoFieiDeX1L3CVcLg78wVouLgYZe9m17MEDgy5N3L7rXVGBcEk,150.1137,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 5:04,0 days 00:01:19,79,2,151.63,0,-0.033698402,0,1,0,7/4/2025 5:00,41,FALSE,7/4/2025 5:04,1.316666667,0.001481908,151.6285181
45774164.91,1.470297028,PoP,WSOL,pumpdotfun,7/4/2025 5:07,62HEFPp67SF81Jge6AgjjknvudhkAwZcQhnVB5zc92PQMrvgQZB2RAY2yGKuypThZrfeTp6R2Nx9UUHeLoEqFtC7,223.2499007,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 5:07,0 days 00:02:51,171,0,151.84,0.138495007,450.8781701,73.1362007,0,1,7/4/2025 5:00,41,FALSE,7/4/2025 5:07,2.85,4.88E-06,151.6299951
2.762851098,45774164.91,WSOL,PoP,pumpdotfun,7/4/2025 5:07,5orELYXzaWbW2kPSXLUYg9qmb22DXExUv3ix27f5JRNHtejLBgKpaGHkDRUAiRBimT9pf8xhtvh3HEufsGajUMzF,419.5113107,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 5:07,0 days 00:00:19,19,0,9.16E-06,-99.99999396,-0.99999994,196.26141,0,2,7/4/2025 5:00,41,TRUE,7/4/2025 5:07,0.316666667,151.84,-1.41E-08
46619016.17,1.470297028,çº¢è‰²,WSOL,pumpdotfun,7/4/2025 5:08,2E5s3uejJG9HrtszUyRexX5hfruZqfiZyC3QysfauerdUc2q7wRtsJqVSkjh6re1BcqyjTUGVKocQDTDN7wWoyVE,223.2499007,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 5:08,0 days 00:01:17,77,0,151.84,1656772679,16873516.43,-196.26141,1,2,7/4/2025 5:00,41,FALSE,7/4/2025 5:08,1.283333333,4.79E-06,4.38E-06
4317458.08,0.245049503,çº¢è‰²,WSOL,pumpdotfun,7/4/2025 5:09,4B4SpGefR4E2abvtLiBaoyXqWMR2g3fh5fSvLbhSo6wLxaDzbzgu9VvRGYdpejBgyzjLS1Kyn8r7QBML5aBn3TD7,37.20831654,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 5:09,0 days 00:00:16,16,0,151.84,2.62E-08,-0.907388477,-186.0415842,2,1,7/4/2025 5:00,41,FALSE,7/4/2025 5:09,0.266666667,8.62E-06,151.8399914
2.437569582,50936474.25,WSOL,çº¢è‰²,pumpdotfun,7/4/2025 5:09,5MQofSReFe9BHF3Ct2c5xnBTpVtDBttPDn75uzhSt4VtnfFj93ErBuULKJPgY2QQiAexcSqn56w9XE3KH3r3ET1Q,370.1205653,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 5:09,0 days 00:00:13,13,0,7.27E-06,-99.99999521,-0.999999435,332.9122488,2,1,7/4/2025 5:00,41,FALSE,7/4/2025 5:09,0.216666667,151.84,3.10E-08
33348713.14,2.475,Cinna,WSOL,raydium_launchlab,7/4/2025 5:09,51n9bGvcdQtv7Aq3cgrcXm3LLZ4gzysttCmyAGhXL1vJjU9m3v6r92Rf7wcAAxHwmDpvcgdfRLB9QxvQsGA2XMU1,375.804,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 5:09,0 days 00:00:27,27,3,151.84,2089641756,13681131.79,5.6834347,1,2,7/4/2025 5:00,41,FALSE,7/4/2025 5:09,0.45,1.13E-05,-4.00E-06
3.437857711,33348713.14,WSOL,Cinna,raydium_launchlab,7/4/2025 5:15,3aVhxh4HH7NuwZ17BqbX23CV6PaXC1Mem1RAU8uHUDt2JKvNC2xKimY7eQCeEDFvymbuBp4kbh8w5Tbr4TBkMP4t,524.8233582,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 5:15,0 days 00:05:45,345,3,1.57E-05,-99.99998964,-0.999999897,149.0193582,0,3,7/4/2025 5:00,41,TRUE,7/4/2025 5:15,5.75,152.66,-0.820000011
233941.6422,0.247253238,erm,WSOL,pumpswap,7/4/2025 5:16,5FhnjhFxMGqQbftcJbUZgMqaNiz1bLYAU5ZvLcbYFQpwRvnKoajyB36KayiAiKxTQLci2qzTYLusSQuFUC97Ncvq,37.74567931,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 5:16,0 days 00:01:13,73,1,152.66,970043338,68047.66922,-487.0776789,1,2,7/4/2025 5:00,41,FALSE,7/4/2025 5:16,1.216666667,0.000161347,-0.000145609
211147.0166,0.247253238,erm,WSOL,pumpswap,7/4/2025 5:18,2ZZf5T2gdwFUZUjxed5RLrA73z1cNufgNWDXQbtNV44iPn1pLKzfPLX5ckWW8yJnLbaNmzSsJ3cpTz53ufHrozQF,37.74567931,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 5:18,0 days 00:01:43,103,1,152.66,0,-0.09743723,0,1,1,7/4/2025 5:00,41,FALSE,7/4/2025 5:18,1.716666667,0.000178765,152.6598212
205610.7851,0.247253238,erm,WSOL,pumpswap,7/4/2025 5:20,3gHb1wka1juUyfv9EFeGR31rkLkV2oiTdMcs7fLA1PGN3rAJp3sx9va7dpatnq7H7E35o5LQA8cfMZrRxUqtmZ1r,37.76298704,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 5:20,0 days 00:02:23,143,1,152.73,0.04585354,-0.026219795,0.01730773,1,1,7/4/2025 5:00,41,FALSE,7/4/2025 5:20,2.383333333,0.000183662,152.6598163
161116.3764,0.247253238,erm,WSOL,pumpswap,7/4/2025 5:25,3Z8hxQnPtNTg9PJNqDxoPfe6bPJMa4KypFncxFqoZ6xZeuET35JYmKmJE6DKvy31t4YcZGBzjgwFU8tFPa9msXEC,37.70364626,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 5:25,0 days 00:05:02,302,1,152.49,-0.157140059,-0.216401142,-0.05934078,1,1,7/4/2025 5:00,41,FALSE,7/4/2025 5:25,5.033333333,0.000234015,152.729766
5653728.691,0.980198018,TM â„¢,WSOL,pumpdotfun,7/4/2025 5:27,2PmGbzKpu3daVYer1ycy79gtwxrqw2EDSuRwWysz8zXGLKUTjT3Rnro9iH5Two12b76Z9Fz9HBD5rhyTNCU3yU6P,149.4703958,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 5:27,0 days 00:01:55,115,0,152.49,3.05E-08,34.09096231,111.7667495,1,2,7/4/2025 5:00,41,FALSE,7/4/2025 5:27,1.916666667,2.64E-05,152.4899736
0.539646294,5653728.691,WSOL,TM â„¢,pumpdotfun,7/4/2025 5:28,4nuXMubN2BUbFPmrkVPaZLyNZYQjDBBfyKjZrDVeKbXb8WxYEbgPatCRaCytxpfmhtya5z9R4H7Vv8kLMNaEh6nj,82.29066337,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 5:28,0 days 00:00:46,46,0,1.46E-05,-99.99999046,-0.999999905,-67.17973243,2,1,7/4/2025 5:00,41,FALSE,7/4/2025 5:28,0.766666667,152.49,3.97E-08
6.922736607,141896.3498,WSOL,BlueChip,raydium,7/4/2025 5:28,5EYex56ThsjNwyCHqJqjJQ6y51bKYjG6DkBLJcxmRVhx6h4VnEyN4WSouxSb5Qmu4mXEFTbJZWfazT8U2D7LCNDt,1055.648105,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 5:28,0 days 00:00:22,22,2,0.007439572,51013.11503,11.82828527,973.3574416,1,2,7/4/2025 5:00,41,TRUE,7/4/2025 5:28,0.366666667,152.49,-152.4899854
205033.7368,0.247253238,erm,WSOL,pumpswap,7/4/2025 5:32,2jC5YF3qe7xK4EWJLrEWkPokH6CuAGRdDr3WStmSznam8wUSjk1cXN67iBzjo4QrgFRWiM7bxw2Wrj6jzCEh4Ao2,37.82480035,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 5:32,0 days 00:03:17,197,1,152.98,2056201.1,29616.4401,-1017.823305,2,1,7/4/2025 5:00,41,FALSE,7/4/2025 5:32,3.283333333,0.000184481,0.007255091
269081.3774,0.247253238,erm,WSOL,pumpswap,7/4/2025 5:34,3NxBm63iKWNBXDpa2vnCXYemjMABLETmKpVDTEp1BFQZF43aAPemQspNFPL1T4JiVqkqPg7HfqdzrFraBCvZjNCh,37.82480035,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 5:34,0 days 00:02:19,139,1,152.98,0,0.312376107,0,1,1,7/4/2025 5:00,41,FALSE,7/4/2025 5:34,2.316666667,0.00014057,152.9798594
49054317.66,1.485,è˜‘è‡å¤´,WSOL,raydium_launchlab,7/4/2025 5:38,26ZppbAyb4ox4LfL1wyKffgCYBtD3JoRagfG8iqs4JNkPBCWxz4qpaTbdMgu7TvBrsFKNAZC18oxAKWTnBY6zMf3,227.78415,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 5:38,0 days 00:03:40,220,3,153.39,0.268008888,181.3029083,189.9593497,1,1,7/4/2025 5:00,41,FALSE,7/4/2025 5:38,3.666666667,4.64E-06,152.9799954
3.028242548,49054317.66,WSOL,è˜‘è‡å¤´,raydium_launchlab,7/4/2025 5:38,4AZbJ8hijD9L9s9ehaksi9X39n53o37zn1mFA5UZ2SRJ5MrTcthhygsCxZ7ZChMsfidFcQaLaXipvRzU3wHV9Sc,464.5021244,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 5:38,0 days 00:00:15,15,3,9.47E-06,-99.99999383,-0.999999938,236.7179744,0,2,7/4/2025 5:00,41,TRUE,7/4/2025 5:38,0.25,153.39,1.25E-08
28691125.26,1.485,IKUN,WSOL,raydium_launchlab,7/4/2025 5:39,33Q3wMTeoFy41CkPwgrS4axnzAtmjypLHV5oDqYWoyAtD7gY3pavUrXtA9NBGLUDy8ocR5JPEFbeezMSZh9ro37e,227.78415,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 5:39,0 days 00:00:45,45,3,153.39,1619893845,9474512.618,-236.7179744,1,2,7/4/2025 5:00,41,FALSE,7/4/2025 5:39,0.75,7.94E-06,1.53E-06
3501599,0.2475,IKUN,WSOL,raydium_launchlab,7/4/2025 5:39,5w3TjEF1nMmDteJdcC6zXsfTydMMQZQfUSnDwD2kwcPt2ueB49YNi9yExrtADNnvNoaawuUzMEzwyAtyYzo1Y5cw,37.964025,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 5:39,0 days 00:00:11,11,3,153.39,0,-0.877955327,-189.820125,2,1,7/4/2025 5:00,41,FALSE,7/4/2025 5:39,0.183333333,1.08E-05,153.3899892
2848099.248,0.2475,IKUN,WSOL,raydium_launchlab,7/4/2025 5:39,45fkJGnwFGVcMQcEHSGdHVTHW8aLrvQ8ZctvezTdQu3AUo5W6m4TD6dWcBFCBahLSpY6DHe3gCy1gDij83PcM94r,37.964025,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 5:39,0 days 00:00:05,5,3,153.39,0,-0.186628952,0,2,0,7/4/2025 5:00,41,FALSE,7/4/2025 5:39,0.083333333,1.33E-05,153.3899867
2.768663834,35040823.51,WSOL,IKUN,raydium_launchlab,7/4/2025 5:39,bfhUyTuhcittQWVKRknttbSkpXZDCR8Zx8pVEBHHqiRmLZueikHJmQd9WU3Wa4PX2PTViXstzpjak2QuvHe8FVD,424.6853455,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 5:39,0 days 00:00:27,27,3,1.21E-05,-99.9999921,-0.999999028,386.7213205,1,1,7/4/2025 5:00,41,TRUE,7/4/2025 5:39,0.45,153.39,-9.90E-10
41767302.5,1.485,BIAO,WSOL,raydium_launchlab,7/4/2025 5:41,qWRGz52Ha8Cvwiwna8wAN9Yq315ZRbqDQxBzVy8R2RKU6Pg1Jrdp1BR2uJQbQq7uEZnf6Q8Rbs4rHLmCjQLnitP,227.63565,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 5:41,0 days 00:01:15,75,3,153.29,1264796977,15085724.46,-197.0496955,1,1,7/4/2025 5:00,41,FALSE,7/4/2025 5:41,1.25,5.45E-06,6.67E-06
2.774939438,41767302.5,WSOL,BIAO,raydium_launchlab,7/4/2025 5:41,5sMJyr3nHkL3mfABQvNsGoUeeuZdZacRUKCEPcm1n2MzJV5oraeavNhdWBY5RfVxp7K7fWP574HUcnL9RyVZFCbW,425.3704665,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 5:41,0 days 00:00:29,29,3,1.02E-05,-99.99999336,-0.999999934,197.7348165,1,2,7/4/2025 5:00,41,TRUE,7/4/2025 5:41,0.483333333,153.29,-1.77E-08
46656572.51,1.485,SUN,WSOL,raydium_launchlab,7/4/2025 5:42,2jLSsr1yfYRDAhB7bUbswWaQyboBnVtR88PaN7zsjgx4rYhFF9LoEEfXd2h8vYr7bLnYyi1HkBdDbRwtnsfahR7y,227.63565,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 5:42,0 days 00:01:12,72,3,153.29,1505160767,16813545.22,-197.7348165,2,1,7/4/2025 5:00,41,FALSE,7/4/2025 5:42,1.2,4.88E-06,5.31E-06
2.036991655,46656572.51,WSOL,SUN,raydium_launchlab,7/4/2025 5:43,3FfG9cRdJgdp3z8J64ocN4socun1KRK7YKbTJKktUvqLhLTaEUrHqKFkpP5q8dGJGpwuYAHJiQcgiMTecuJA9vad,312.2504508,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 5:43,0 days 00:00:25,25,3,6.69E-06,-99.99999563,-0.999999956,84.6148008,1,2,7/4/2025 5:00,41,FALSE,7/4/2025 5:43,0.416666667,153.29,-2.48E-09
37754202.92,1.485,ç‹—ç‹—å¸,WSOL,raydium_launchlab,7/4/2025 5:47,5MKRe7N5HojeTcSM5Anih9fi6Q2kc7dtEceKdTUwZcYvuNQCWtbCrHhjrCmaSoMR552pJvUyXxw8DGfqFMdt8zhj,227.6505,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 5:47,0 days 00:03:57,237,3,153.3,2290613908,18534293.35,-84.5999508,2,1,7/4/2025 5:00,41,FALSE,7/4/2025 5:47,3.95,6.03E-06,6.63E-07
2586914.2,0.2475,ç‹—ç‹—å¸,WSOL,raydium_launchlab,7/4/2025 5:47,5eqSyrAeiNKki3nA7eX5Hsbv6Q52EbmJJ9kshjtMFeca2BYsCFmMNLYhuGrJ2qKmmPP3Z6uFR6afHpqCJn5F3YFF,37.94175,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 5:47,0 days 00:00:28,28,3,153.3,2.22E-14,-0.9314801,-189.70875,2,1,7/4/2025 5:00,41,FALSE,7/4/2025 5:47,0.466666667,1.47E-05,153.2999853
1928075.388,0.2475,ç‹—ç‹—å¸,WSOL,raydium_launchlab,7/4/2025 5:47,2CJNeAnVdRGvWUrV5NXXHCe6VNYxAN1sMahsYfrbLbVwaDS5tfaHEvoyWdEQMVcW6SgvbPkbHu7wz5MgYzeV4TUk,37.94175,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 5:47,0 days 00:00:06,6,3,153.3,0,-0.254681354,0,2,0,7/4/2025 5:00,41,FALSE,7/4/2025 5:47,0.1,1.97E-05,153.2999803
2261125.06,0.2475,ç‹—ç‹—å¸,WSOL,raydium_launchlab,7/4/2025 5:48,4s7xqz78ZDnq4XfMbaTLJFQAAdwv7ceP1Ea2Zj64migAYEj4YCQuqCmsgxWZMqgMWLf2bdPkaYTaHjwGMcxKvXe,37.94175,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 5:48,0 days 00:00:32,32,3,153.3,0,0.172736852,0,1,0,7/4/2025 5:00,41,FALSE,7/4/2025 5:48,0.533333333,1.68E-05,153.2999832
1225947.673,0.2475,ç‹—ç‹—å¸,WSOL,raydium_launchlab,7/4/2025 5:48,4x9S34xmqvoXhMUse13mAy1snQ1BXSEXFGQxDWhFbDoPcfqmubZHNtN1ZNGhaD2ykBEXMs28TXZ2QXvJuxgwZcxX,37.94175,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 5:48,0 days 00:00:18,18,3,153.3,0,-0.457815185,0,0,0,7/4/2025 5:00,41,FALSE,7/4/2025 5:48,0.3,3.09E-05,153.2999691
1265967.634,0.2475,ç‹—ç‹—å¸,WSOL,raydium_launchlab,7/4/2025 5:48,qa8KPeiG974b2BcCu9bPkzw5NnmStsnJygY8ZoZKAwHC1D1YKg47hcuj4PzK3QihBsqVUNwCugUUE4vGe3iqhFo,37.94175,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/4/2025 5:48,0 days 00:00:22,22,3,153.3,0,0.032644102,0,0,0,7/4/2025 5:00,41,FALSE,7/4/2025 5:48,0.366666667,3.00E-05,153.29997
